X軸 "予約突然変異なし" "予約突然変異あり"
"60" 1.696667         0.723333
"120" 12.105          10.535
"180" 33.772544       37.873333
"240" 61.401667       62.861667
"300" 88.813333       87.193333
#"360" 

